Date,CCL,CUK,F,GM,HD,HMC,JCI,LOW,LUV,LVS,MCD,SBUX,TGT,TJX,TM,WMT
2011-05-20,34.553979999999996,36.569783,13.352764,29.204682000000002,33.46464,37.112646000000005,34.813777,22.543781,11.944963000000001,35.077749,70.635553,17.187652,44.153579,24.996568,79.959999,49.734513
2011-05-23,33.881417,35.735827,13.174728,28.998618,33.256898,36.684691,34.423427000000004,22.470048000000002,11.818406,33.707918,70.78140400000001,17.10784,43.993634,25.067823999999998,79.540001,49.671547
2011-05-24,33.235057,35.230131,13.050101,28.876853999999998,33.013026,36.873785999999996,33.905986,22.258067,11.65291,33.455802,70.901517,17.037419,43.75372,25.143829999999998,79.889999,49.275756
2011-05-25,33.366077000000004,35.425313,12.978887,29.28898,33.085285999999996,37.381363,34.359882,22.433183,11.526353,34.228957,70.970155,16.957607,43.860349,24.996568,81.769997,49.077863
2011-05-26,33.261263,35.247875,12.961084,28.736358000000003,32.687863,37.978507,34.486976,22.405533,11.477678,35.060941,70.721347,17.10784,43.904777,25.50486,82.209999,49.131832
2011-05-27,33.540769,35.531774,12.996691,29.298346999999996,32.51625,37.590363,35.458311,22.350233,11.516618,34.775209000000004,70.548475,17.11723,43.869233,25.395601,82.260002,49.203796000000004
2011-05-31,33.898886,35.948753,13.28155,29.794769,32.769153,37.819268,35.948516,22.24885,11.516618,34.909671,70.479325,17.272159,44.011406,25.186584,83.290001,49.671547
2011-06-01,32.466413,34.546997999999995,12.667322,28.314865,31.974314,37.709790999999996,34.441583,21.861754,11.282976,35.271038,69.99529,16.89188,43.149485,24.702044,81.5,48.843986
2011-06-02,32.815798,34.884128999999994,12.622813,27.724778000000004,31.694312,37.351503,34.305417,21.741939000000002,11.263505,35.455921000000004,69.796486,16.86371,42.60745,24.383768,80.910004,48.169345
2011-06-03,32.012218,34.121149,12.471482,27.275187,31.278827000000003,37.331596999999995,34.178326,21.566823,11.253771,35.363481,69.614972,16.506907,42.118731,24.236504999999998,80.510002,48.268293
2011-06-06,31.820057000000002,33.872739,12.382463000000001,26.750663,30.971728999999996,37.092741,33.978611,21.078345000000002,10.937242999999999,33.968436,69.753265,16.779206,42.083187,23.899228,79.91999799999999,48.358244
2011-06-07,32.134502000000005,34.227614,12.418071000000001,26.956727,31.007859000000003,37.242025,33.479327000000005,21.188943,11.044376,33.892804,70.133583,16.868406,41.816614,23.994234,81.57,48.421214
